2 5 -10 10 121
0	0	1
0	1	-6
0	2	-13
0	3	-20
0	4	-27
0	5	-34
0	6	-41
0	7	-48
0	8	-55
0	9	-62
0	10	-69
1	0	2
1	1	-2
1	2	-6
1	3	-10
1	4	-14
1	5	-18
1	6	-22
1	7	-26
1	8	-30
1	9	-34
1	10	-38
2	0	5
2	1	4
2	2	3
2	3	2
2	4	1
2	5	0
2	6	-1
2	7	-2
2	8	-3
2	9	-4
2	10	-5
3	0	10
3	1	12
3	2	14
3	3	16
3	4	18
3	5	20
3	6	22
3	7	24
3	8	26
3	9	28
3	10	30
4	0	17
4	1	22
4	2	27
4	3	32
4	4	37
4	5	42
4	6	47
4	7	52
4	8	57
4	9	62
4	10	67
5	0	26
5	1	34
5	2	42
5	3	50
5	4	58
5	5	66
5	6	74
5	7	82
5	8	90
5	9	98
5	10	106
6	0	37
6	1	48
6	2	59
6	3	70
6	4	81
6	5	92
6	6	103
6	7	114
6	8	125
6	9	136
6	10	147
7	0	50
7	1	64
7	2	78
7	3	92
7	4	106
7	5	120
7	6	134
7	7	148
7	8	162
7	9	176
7	10	190
8	0	65
8	1	82
8	2	99
8	3	116
8	4	133
8	5	150
8	6	167
8	7	184
8	8	201
8	9	218
8	10	235
9	0	82
9	1	102
9	2	122
9	3	142
9	4	162
9	5	182
9	6	202
9	7	222
9	8	242
9	9	262
9	10	282
10	0	101
10	1	124
10	2	147
10	3	170
10	4	193
10	5	216
10	6	239
10	7	262
10	8	285
10	9	308
10	10	331
