1 10 -2 2 100
0	0
1	1.386294361
2	2.197224577
3	2.772588722
4	3.218875825
5	3.583518938
6	3.891820298
7	4.158883083
8	4.394449155
9	4.605170186
10	4.795790546
11	4.9698133
12	5.129898715
13	5.278114659
14	5.416100402
15	5.545177444
16	5.666426688
17	5.780743516
18	5.888877958
19	5.991464547
20	6.089044875
21	6.182084907
22	6.270988432
23	6.356107661
24	6.43775165
25	6.516193076
26	6.591673732
27	6.66440902
28	6.73459166
29	6.802394763
30	6.867974409
31	6.931471806
32	6.993015123
33	7.052721049
34	7.110696123
35	7.167037877
36	7.221835825
37	7.275172319
38	7.327123292
39	7.377758908
40	7.427144133
41	7.475339237
42	7.522400231
43	7.568379268
44	7.61332498
45	7.657282793
46	7.700295203
47	7.742402022
48	7.783640596
49	7.824046011
50	7.863651265
51	7.902487437
52	7.940583827
53	7.977968093
54	8.01466637
55	8.050703381
56	8.086102536
57	8.120886021
58	8.155074888
59	8.188689124
60	8.221747728
61	8.25426877
62	8.286269453
63	8.317766167
64	8.34877454
65	8.379309484
66	8.409385239
67	8.43901541
68	8.468213009
69	8.496990484
70	8.525359754
71	8.553332238
72	8.580918882
73	8.608130186
74	8.634976227
75	8.661466681
76	8.687610844
77	8.713417653
78	8.738895705
79	8.764053269
80	8.788898309
81	8.813438495
82	8.837681216
83	8.861633598
84	8.885302513
85	8.908694593
86	8.931816237
87	8.954673629
88	8.977272739
89	8.999619341
90	9.021719013
91	9.043577154
92	9.065198986
93	9.086589565
94	9.107753783
95	9.128696383
96	9.149421957
97	9.169934957
98	9.1902397
99	9.210340372
